Id,Population Group,Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Male:,Income in 1999 below poverty level: - Male: - 15 years,Income in 1999 below poverty level: - Male: - 16 and 17 years,Income in 1999 below poverty level: - Male: - 18 to 24 years,Income in 1999 below poverty level: - Male: - 25 to 34 years,Income in 1999 below poverty level: - Male: - 35 to 44 years,Income in 1999 below poverty level: - Male: - 45 to 54 years,Income in 1999 below poverty level: - Male: - 55 to 64 years,Income in 1999 below poverty level: - Male: - 65 to 74 years,Income in 1999 below poverty level: - Male: - 75 years and over,Income in 1999 below poverty level: - Female:,Income in 1999 below poverty level: - Female: - 15 years,Income in 1999 below poverty level: - Female: - 16 and 17 years,Income in 1999 below poverty level: - Female: - 18 to 24 years,Income in 1999 below poverty level: - Female: - 25 to 34 years,Income in 1999 below poverty level: - Female: - 35 to 44 years,Income in 1999 below poverty level: - Female: - 45 to 54 years,Income in 1999 below poverty level: - Female: - 55 to 64 years,Income in 1999 below poverty level: - Female: - 65 to 74 years,Income in 1999 below poverty level: - Female: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Male:,Income in 1999 at or above poverty level: - Male: - 15 years,Income in 1999 at or above poverty level: - Male: - 16 and 17 years,Income in 1999 at or above poverty level: - Male: - 18 to 24 years,Income in 1999 at or above poverty level: - Male: - 25 to 34 years,Income in 1999 at or above poverty level: - Male: - 35 to 44 years,Income in 1999 at or above poverty level: - Male: - 45 to 54 years,Income in 1999 at or above poverty level: - Male: - 55 to 64 years,Income in 1999 at or above poverty level: - Male: - 65 to 74 years,Income in 1999 at or above poverty level: - Male: - 75 years and over,Income in 1999 at or above poverty level: - Female:,Income in 1999 at or above poverty level: - Female: - 15 years,Income in 1999 at or above poverty level: - Female: - 16 and 17 years,Income in 1999 at or above poverty level: - Female: - 18 to 24 years,Income in 1999 at or above poverty level: - Female: - 25 to 34 years,Income in 1999 at or above poverty level: - Female: - 35 to 44 years,Income in 1999 at or above poverty level: - Female: - 45 to 54 years,Income in 1999 at or above poverty level: - Female: - 55 to 64 years,Income in 1999 at or above poverty level: - Female: - 65 to 74 years,Income in 1999 at or above poverty level: - Female: - 75 years and over
1,Total population,1580000US3651000061020701,3651000061020701,"Census Tract 207.01, New York County, New York city, New York",1301,498,226,0,4,41,148,13,14,0,0,6,272,4,0,63,161,6,7,0,8,23,803,407,0,0,67,239,29,40,17,7,8,396,0,0,81,188,19,12,38,17,41
1,Total population,1580000US3651000061020702,3651000061020702,"Census Tract 207.02, New York County, New York city, New York",417,145,64,0,0,0,4,17,0,0,9,34,81,0,0,17,14,14,8,13,6,9,272,98,0,0,0,18,47,6,10,17,0,174,0,0,0,56,23,52,20,0,23
1,Total population,1580000US3651000061020800,3651000061020800,"Census Tract 208, New York County, New York city, New York",1420,587,214,0,0,0,13,43,61,47,29,21,373,0,0,99,71,61,26,26,32,58,833,345,0,0,9,84,79,37,77,49,10,488,0,0,26,197,55,64,25,64,57
1,Total population,1580000US3651000061020901,3651000061020901,"Census Tract 209.01, New York County, New York city, New York",665,366,132,0,0,18,31,21,4,9,32,17,234,0,0,17,30,15,29,26,45,72,299,153,0,0,11,41,35,39,9,18,0,146,0,0,16,13,0,24,7,28,58
1,Total population,1580000US3651000061020902,3651000061020902,"Census Tract 209.02, New York County, New York city, New York",384,175,104,0,0,4,4,37,41,0,9,9,71,0,0,0,6,11,16,7,0,31,209,98,0,0,0,5,21,29,9,18,16,111,0,0,0,26,28,30,20,7,0
1,Total population,1580000US3651000061021000,3651000061021000,"Census Tract 210, New York County, New York city, New York",1637,458,163,0,0,0,51,26,0,33,24,29,295,0,0,0,29,46,18,79,29,94,1179,384,0,0,0,64,40,131,78,23,48,795,0,0,11,78,56,184,135,137,194
1,Total population,1580000US3651000061021100,3651000061021100,"Census Tract 211, New York County, New York city, New York",3547,1055,482,0,0,76,208,101,67,14,16,0,573,0,0,131,191,34,42,70,39,66,2492,1229,0,0,142,371,280,138,138,59,101,1263,0,0,101,388,153,126,166,151,178
1,Total population,1580000US3651000061021200,3651000061021200,"Census Tract 212, New York County, New York city, New York",1714,502,154,0,0,29,0,25,23,57,11,9,348,0,0,0,49,61,30,21,83,104,1212,502,0,0,0,59,156,93,46,69,79,710,0,0,29,150,143,176,64,77,71
1,Total population,1580000US3651000061021301,3651000061021301,"Census Tract 213.01, New York County, New York city, New York",1472,717,331,11,20,66,48,73,57,32,6,18,386,6,15,129,60,100,6,23,40,7,755,427,0,0,21,141,100,94,32,26,13,328,0,5,14,63,47,56,65,39,39
1,Total population,1580000US3651000061021400,3651000061021400,"Census Tract 214, New York County, New York city, New York",1367,439,167,0,0,0,49,25,18,23,19,33,272,0,0,15,51,8,38,37,37,86,928,430,0,0,0,59,86,109,51,80,45,498,0,0,14,70,56,103,98,93,64
1,Total population,1580000US3651000061021600,3651000061021600,"Census Tract 216, New York County, New York city, New York",2072,845,379,0,0,44,69,101,102,39,9,15,466,0,47,70,56,72,103,67,12,39,1227,763,0,0,44,278,172,128,87,31,23,464,0,0,55,161,43,58,60,34,53
1,Total population,1580000US3651000061021701,3651000061021701,"Census Tract 217.01, New York County, New York city, New York",367,166,55,0,0,7,18,0,0,3,20,7,111,0,4,14,14,7,5,0,27,40,201,118,0,0,7,35,23,39,14,0,0,83,0,0,0,32,5,5,8,0,33
1,Total population,1580000US3651000061021702,3651000061021702,"Census Tract 217.02, New York County, New York city, New York",567,261,136,4,0,17,22,25,24,18,7,19,125,0,0,5,13,33,18,25,14,17,306,148,0,4,7,15,23,44,40,9,6,158,0,0,0,51,25,24,29,21,8
1,Total population,1580000US3651000061021800,3651000061021800,"Census Tract 218, New York County, New York city, New York",1439,577,349,0,0,8,14,96,78,108,17,28,228,0,0,29,16,31,36,30,35,51,862,470,0,0,0,151,177,79,22,12,29,392,0,0,12,110,48,19,55,33,115
1,Total population,1580000US3651000061021900,3651000061021900,"Census Tract 219, New York County, New York city, New York",1003,485,178,0,0,4,12,43,63,41,0,15,307,0,0,7,30,60,72,34,49,55,518,312,0,0,30,48,113,42,46,8,25,206,0,0,6,0,43,21,33,62,41
1,Total population,1580000US3651000061022000,3651000061022000,"Census Tract 220, New York County, New York city, New York",1543,604,269,0,0,28,25,20,130,23,29,14,335,0,0,38,115,66,51,0,0,65,939,597,0,0,24,156,182,69,96,70,0,342,0,0,23,89,42,40,26,61,61
1,Total population,1580000US3651000061022101,3651000061022101,"Census Tract 221.01, New York County, New York city, New York",182,91,38,0,0,14,0,7,0,9,0,8,53,0,0,29,0,0,7,12,0,5,91,34,0,0,0,10,18,0,0,6,0,57,0,0,18,21,0,6,0,8,4
1,Total population,1580000US3651000061022102,3651000061022102,"Census Tract 221.02, New York County, New York city, New York",793,202,165,0,0,7,20,64,35,12,16,11,37,0,0,20,0,0,7,0,0,10,591,269,0,0,0,88,92,24,39,22,4,322,0,0,11,107,31,78,24,28,43
1,Total population,1580000US3651000061022200,3651000061022200,"Census Tract 222, New York County, New York city, New York",760,367,160,0,6,0,40,32,50,9,18,5,207,0,4,32,58,9,33,14,25,32,393,191,0,0,20,15,56,26,47,18,9,202,0,0,0,37,82,11,37,8,27
1,Total population,1580000US3651000061022301,3651000061022301,"Census Tract 223.01, New York County, New York city, New York",1315,618,307,0,4,67,65,32,43,34,50,12,311,0,47,25,72,28,31,17,62,29,697,427,0,4,46,118,130,54,53,22,0,270,0,0,43,97,65,10,29,26,0
1,Total population,1580000US3651000061022302,3651000061022302,"Census Tract 223.02, New York County, New York city, New York",734,356,130,0,0,6,5,28,27,39,25,0,226,0,7,0,24,24,44,31,47,49,378,161,0,0,11,34,34,26,20,0,36,217,0,0,4,42,28,46,42,36,19
1,Total population,1580000US3651000061022400,3651000061022400,"Census Tract 224, New York County, New York city, New York",1366,672,339,7,0,47,33,98,38,91,19,6,333,5,5,11,30,83,33,52,44,70,694,373,0,0,28,51,54,114,43,49,34,321,0,10,11,22,35,79,31,59,74
1,Total population,1580000US3651000061022500,3651000061022500,"Census Tract 225, New York County, New York city, New York",2292,981,451,0,0,119,37,113,113,11,13,45,530,0,14,100,88,105,59,58,32,74,1311,785,0,7,115,280,180,84,33,68,18,526,0,0,83,158,87,91,59,30,18
1,Total population,1580000US3651000061022600,3651000061022600,"Census Tract 226, New York County, New York city, New York",1573,593,333,0,0,0,53,22,116,86,32,24,260,0,0,0,28,60,36,26,45,65,980,502,0,0,9,70,149,93,74,41,66,478,0,0,26,29,141,95,69,44,74
1,Total population,1580000US3651000061022701,3651000061022701,"Census Tract 227.01, New York County, New York city, New York",1765,681,321,17,0,13,68,60,114,27,10,12,360,0,0,47,47,108,35,91,8,24,1084,685,0,0,42,177,223,48,102,28,65,399,0,0,73,54,58,89,37,59,29
1,Total population,1580000US3651000061022702,3651000061022702,"Census Tract 227.02, New York County, New York city, New York",168,86,38,0,0,8,12,10,0,0,0,8,48,0,0,8,0,21,0,9,10,0,82,43,0,0,9,12,6,9,7,0,0,39,0,0,26,0,0,13,0,0,0
1,Total population,1580000US3651000061022800,3651000061022800,"Census Tract 228, New York County, New York city, New York",1744,913,482,0,0,119,52,109,87,53,53,9,431,0,0,29,113,55,58,54,46,76,831,392,0,0,11,52,126,86,58,34,25,439,0,0,21,112,87,54,63,20,82
1,Total population,1580000US3651000061022900,3651000061022900,"Census Tract 229, New York County, New York city, New York",2032,978,459,9,18,46,131,100,57,53,35,10,519,0,17,48,80,106,35,77,112,44,1054,603,0,0,46,193,138,93,73,32,28,451,0,0,18,137,75,77,50,9,85
1,Total population,1580000US3651000061023000,3651000061023000,"Census Tract 230, New York County, New York city, New York",1997,926,411,9,4,34,25,124,66,82,67,0,515,0,0,18,79,82,72,55,69,140,1071,630,0,0,61,136,97,82,91,94,69,441,0,0,37,71,107,54,51,60,61
1,Total population,1580000US3651000061023101,3651000061023101,"Census Tract 231.01, New York County, New York city, New York",1789,651,331,0,0,40,121,32,17,53,61,7,320,0,5,65,58,29,31,62,12,58,1138,573,0,0,45,186,171,91,26,25,29,565,0,0,38,98,117,84,39,66,123
1,Total population,1580000US3651000061023102,3651000061023102,"Census Tract 231.02, New York County, New York city, New York",219,98,45,0,0,0,0,0,9,12,24,0,53,0,0,0,13,0,11,29,0,0,121,66,0,0,0,24,30,6,6,0,0,55,0,0,0,16,16,0,15,8,0
1,Total population,1580000US3651000061023200,3651000061023200,"Census Tract 232, New York County, New York city, New York",1575,779,375,0,0,33,106,73,62,26,0,75,404,0,0,27,91,112,62,25,32,55,796,407,0,0,36,118,143,18,72,10,10,389,0,0,29,92,46,72,40,45,65
1,Total population,1580000US3651000061023300,3651000061023300,"Census Tract 233, New York County, New York city, New York",1405,545,351,0,6,43,33,99,80,60,21,9,194,0,0,33,22,19,17,32,16,55,860,493,0,19,51,146,114,47,48,22,46,367,0,0,31,73,104,57,49,24,29
1,Total population,1580000US3651000061023400,3651000061023400,"Census Tract 234, New York County, New York city, New York",948,378,84,0,0,13,17,26,28,0,0,0,294,0,0,8,36,82,47,32,30,59,570,332,0,0,14,115,64,73,34,26,6,238,0,0,33,40,50,11,36,33,35
1,Total population,1580000US3651000061023501,3651000061023501,"Census Tract 235.01, New York County, New York city, New York",1552,517,267,0,0,27,31,94,64,0,39,12,250,7,0,36,45,29,23,0,44,66,1035,468,0,0,41,114,87,65,48,66,47,567,0,0,56,135,85,63,105,26,97
1,Total population,1580000US3651000061023502,3651000061023502,"Census Tract 235.02, New York County, New York city, New York",501,235,113,0,0,26,23,15,8,19,11,11,122,0,0,26,25,25,0,6,0,40,266,142,0,0,0,6,62,41,11,11,11,124,0,0,29,12,5,21,6,24,27
1,Total population,1580000US3651000061023600,3651000061023600,"Census Tract 236, New York County, New York city, New York",1546,564,199,0,0,17,14,26,39,54,33,16,365,0,13,10,18,46,28,28,97,125,982,349,0,0,10,94,72,30,27,69,47,633,0,0,0,83,14,68,155,159,154
1,Total population,1580000US3651000061023700,3651000061023700,"Census Tract 237, New York County, New York city, New York",1591,750,391,0,9,37,63,77,104,25,58,18,359,0,7,39,97,46,79,48,29,14,841,407,0,0,50,98,87,86,43,25,18,434,0,0,81,62,46,66,76,60,43
1,Total population,1580000US3651000061023800,3651000061023800,"Census Tract 238, New York County, New York city, New York",1909,463,225,0,0,41,54,21,62,17,15,15,238,0,0,68,13,13,42,21,39,42,1446,639,0,0,28,188,170,73,55,78,47,807,0,0,44,129,121,160,168,84,101
1,Total population,1580000US3651000061023900,3651000061023900,"Census Tract 239, New York County, New York city, New York",795,388,182,0,0,9,32,33,48,25,25,10,206,0,0,42,30,18,13,21,33,49,407,234,0,0,46,12,70,24,35,19,28,173,0,0,10,6,34,18,10,47,48
1,Total population,1580000US3651000061024000,3651000061024000,"Census Tract 240, New York County, New York city, New York",1228,768,666,0,0,0,299,145,123,99,0,0,102,0,0,0,54,48,0,0,0,0,460,399,0,0,18,124,227,30,0,0,0,61,0,0,0,0,24,37,0,0,0
1,Total population,1580000US3651000061024100,3651000061024100,"Census Tract 241, New York County, New York city, New York",2144,765,267,14,0,0,50,85,36,42,17,23,498,0,22,38,52,51,46,50,79,160,1379,613,0,0,67,54,174,110,58,86,64,766,0,0,59,127,146,72,82,149,131
1,Total population,1580000US3651000061024301,3651000061024301,"Census Tract 243.01, New York County, New York city, New York",769,312,78,0,0,10,25,24,13,6,0,0,234,0,0,36,23,21,12,45,56,41,457,266,0,0,8,47,65,72,33,17,24,191,0,0,28,43,41,37,16,9,17
1,Total population,1580000US3651000061024302,3651000061024302,"Census Tract 243.02, New York County, New York city, New York",1089,601,295,8,0,10,33,112,86,20,26,0,306,6,0,0,25,19,42,79,35,100,488,196,0,0,0,8,107,36,11,17,17,292,0,0,32,8,34,38,76,55,49
1,Total population,1580000US3651000061024500,3651000061024500,"Census Tract 245, New York County, New York city, New York",2632,1158,499,0,0,41,107,120,64,94,63,10,659,0,10,119,80,25,82,146,134,63,1474,859,0,0,55,298,151,176,112,21,46,615,0,0,52,104,91,132,64,87,85
1,Total population,1580000US3651000061024700,3651000061024700,"Census Tract 247, New York County, New York city, New York",1565,532,227,0,0,27,40,58,14,38,25,25,305,4,0,20,42,68,35,18,44,74,1033,575,0,6,27,129,142,152,74,45,0,458,0,0,30,109,109,32,56,39,83
1,Total population,1580000US3651000061024900,3651000061024900,"Census Tract 249, New York County, New York city, New York",287,161,75,0,0,5,16,46,0,4,4,0,86,0,0,0,0,5,20,17,26,18,126,89,0,0,0,31,43,15,0,0,0,37,0,0,0,10,6,0,21,0,0
1,Total population,1580000US3651000061025100,3651000061025100,"Census Tract 251, New York County, New York city, New York",663,428,297,0,0,16,86,62,63,41,20,9,131,0,0,31,5,28,32,14,12,9,235,171,0,0,35,31,38,19,13,35,0,64,0,0,11,10,18,13,12,0,0
1,Total population,1580000US3651000061025300,3651000061025300,"Census Tract 253, New York County, New York city, New York",1871,708,347,0,7,12,58,91,69,58,46,6,361,0,0,31,98,25,71,41,19,76,1163,635,0,0,124,155,165,80,55,38,18,528,0,0,35,37,114,58,135,110,39
1,Total population,1580000US3651000061025500,3651000061025500,"Census Tract 255, New York County, New York city, New York",1565,510,240,0,0,51,126,31,7,7,0,18,270,0,0,74,75,44,29,9,5,34,1055,551,0,0,50,178,147,93,24,17,42,504,0,0,46,195,108,41,52,44,18
1,Total population,1580000US3651000061026100,3651000061026100,"Census Tract 261, New York County, New York city, New York",1703,817,356,14,24,22,55,126,61,22,4,28,461,0,0,44,70,123,13,94,47,70,886,547,0,0,47,108,199,121,59,5,8,339,0,0,22,82,40,52,72,44,27
1,Total population,1580000US3651000061026300,3651000061026300,"Census Tract 263, New York County, New York city, New York",1367,459,201,0,0,21,10,62,40,46,13,9,258,5,15,28,37,27,26,62,37,21,908,444,0,0,45,118,83,76,24,68,30,464,0,0,79,77,73,50,28,54,103
1,Total population,1580000US3651000061026500,3651000061026500,"Census Tract 265, New York County, New York city, New York",1931,589,311,4,0,11,66,74,58,65,19,14,278,0,0,43,63,23,11,50,37,51,1342,700,0,0,68,233,220,90,49,30,10,642,0,0,61,195,154,63,57,21,91
1,Total population,1580000US3651000061026700,3651000061026700,"Census Tract 267, New York County, New York city, New York",516,287,220,0,0,183,5,20,12,0,0,0,67,0,0,0,0,0,0,13,21,33,229,143,0,0,60,26,24,11,17,0,5,86,0,0,14,25,8,0,33,0,6
1,Total population,1580000US3651000061026900,3651000061026900,"Census Tract 269, New York County, New York city, New York",1350,687,347,9,13,86,50,58,83,34,14,0,340,0,9,17,64,34,70,71,59,16,663,480,0,0,31,158,130,63,46,28,24,183,0,0,0,32,16,6,46,25,58
1,Total population,1580000US3651000061027100,3651000061027100,"Census Tract 271, New York County, New York city, New York",1653,508,155,11,7,17,43,12,41,17,7,0,353,0,0,46,28,38,23,31,69,118,1145,583,0,0,6,204,158,96,52,31,36,562,0,0,69,169,72,75,5,80,92
1,Total population,1580000US3651000061027300,3651000061027300,"Census Tract 273, New York County, New York city, New York",2243,326,119,0,0,32,28,16,11,11,21,0,207,0,0,24,30,0,34,16,24,79,1917,888,0,0,50,316,230,153,44,40,55,1029,0,0,97,321,89,150,93,68,211
1,Total population,1580000US3651000061027500,3651000061027500,"Census Tract 275, New York County, New York city, New York",1060,123,47,0,0,15,14,0,7,4,7,0,76,0,0,28,7,0,17,5,0,19,937,404,0,0,15,97,97,100,31,28,36,533,0,0,34,106,100,102,42,40,109
1,Total population,1580000US3651000061027700,3651000061027700,"Census Tract 277, New York County, New York city, New York",933,426,234,0,0,52,66,32,17,11,56,0,192,0,0,24,83,23,4,49,9,0,507,360,0,0,23,132,131,25,14,35,0,147,0,0,3,24,45,4,17,0,54
1,Total population,1580000US3651000061027900,3651000061027900,"Census Tract 279, New York County, New York city, New York",2366,679,225,0,0,5,49,28,63,23,53,4,454,0,0,56,101,69,41,61,75,51,1687,802,0,0,133,186,183,160,53,55,32,885,0,0,69,233,146,170,82,101,84
1,Total population,1580000US3651000061028100,3651000061028100,"Census Tract 281, New York County, New York city, New York",931,74,30,0,0,9,15,0,0,3,3,0,44,0,0,0,9,9,0,0,10,16,857,309,0,0,14,101,65,74,12,19,24,548,0,0,32,105,106,65,52,22,166
1,Total population,1580000US3651000061028300,3651000061028300,"Census Tract 283, New York County, New York city, New York",1657,556,213,0,0,44,24,41,56,7,22,19,343,0,0,12,73,70,36,41,44,67,1101,569,0,0,53,155,135,90,71,47,18,532,0,0,76,106,20,51,71,43,165
1,Total population,1580000US3651000061028500,3651000061028500,"Census Tract 285, New York County, New York city, New York",1270,548,213,0,0,8,70,48,32,28,5,22,335,0,0,35,43,22,74,63,39,59,722,329,0,0,30,77,91,55,48,19,9,393,0,0,35,116,77,63,12,39,51
1,Total population,1580000US3651000061028700,3651000061028700,"Census Tract 287, New York County, New York city, New York",972,210,75,0,0,6,28,14,5,12,6,4,135,0,0,9,46,13,25,13,9,20,762,347,0,0,33,113,100,71,13,9,8,415,0,0,36,123,92,63,21,37,43
1,Total population,1580000US3651000061028900,3651000061028900,"Census Tract 289, New York County, New York city, New York",546,218,103,0,0,0,12,0,47,28,4,12,115,5,5,0,5,0,20,26,23,31,328,98,0,0,13,15,24,26,3,17,0,230,0,0,0,0,31,42,36,70,51
1,Total population,1580000US3651000061029100,3651000061029100,"Census Tract 291, New York County, New York city, New York",1657,792,369,8,0,32,106,77,43,61,20,22,423,0,19,33,89,61,58,22,56,85,865,433,0,0,32,135,94,106,47,6,13,432,0,13,47,40,64,77,85,57,49
1,Total population,1580000US3651000061029300,3651000061029300,"Census Tract 293, New York County, New York city, New York",1154,473,212,10,0,32,30,37,35,31,16,21,261,0,5,56,34,60,29,10,16,51,681,469,0,0,71,117,114,63,37,52,15,212,0,0,25,23,27,60,13,30,34
1,Total population,1580000US3651000061029500,3651000061029500,"Census Tract 295, New York County, New York city, New York",2166,442,212,0,0,31,77,43,27,14,6,14,230,0,0,62,42,13,27,22,24,40,1724,902,0,0,72,368,224,149,42,35,12,822,0,0,88,257,123,77,86,81,110
1,Total population,1580000US3651000061030300,3651000061030300,"Census Tract 303, New York County, New York city, New York",1163,239,106,0,0,14,20,39,12,7,14,0,133,0,0,30,32,9,37,9,8,8,924,476,0,0,24,171,162,62,37,9,11,448,0,0,69,124,74,52,37,53,39
1,Total population,1580000US3651000061030700,3651000061030700,"Census Tract 307, New York County, New York city, New York",1372,203,53,0,0,6,17,10,15,5,0,0,150,0,0,17,19,30,7,25,29,23,1169,573,0,0,10,242,132,56,71,53,9,596,0,0,17,197,143,71,47,38,83
1,Total population,1580000US3651000061030900,3651000061030900,"Census Tract 309, New York County, New York city, New York",1312,321,140,0,0,0,30,55,46,9,0,0,181,0,0,38,25,23,29,25,29,12,991,556,0,0,9,175,126,92,43,65,46,435,0,0,42,100,50,55,73,48,67
1,Total population,1580000US3651000061031701,3651000061031701,"Census Tract 317.01, New York County, New York city, New York",3203,268,128,0,0,38,15,40,21,14,0,0,140,0,0,55,32,14,29,0,10,0,2935,1590,0,0,153,611,476,233,92,25,0,1345,0,0,72,470,297,285,105,53,63
1,Total population,1580000US3651000081000100,3651000081000100,"Census Tract 1, Queens County, New York city, New York",978,273,238,0,0,0,0,110,128,0,0,0,35,0,0,0,24,0,11,0,0,0,705,568,0,0,0,122,207,131,67,41,0,137,0,0,0,28,43,45,21,0,0
1,Total population,1580000US3651000081000200,3651000081000200,"Census Tract 2, Queens County, New York city, New York",257,81,19,0,0,9,10,0,0,0,0,0,62,0,0,0,12,8,4,27,0,11,176,62,0,0,5,21,25,11,0,0,0,114,0,0,8,13,16,7,0,28,42
1,Total population,1580000US3651000081000400,3651000081000400,"Census Tract 4, Queens County, New York city, New York",468,103,54,0,19,0,18,17,0,0,0,0,49,9,0,0,3,13,0,0,13,11,365,195,0,0,0,78,40,25,17,17,18,170,0,0,16,66,25,16,36,11,0
1,Total population,1580000US3651000081000600,3651000081000600,"Census Tract 6, Queens County, New York city, New York",274,77,7,0,0,0,0,7,0,0,0,0,70,0,0,0,25,15,15,0,6,9,197,120,0,0,0,36,26,29,7,13,9,77,0,0,12,17,0,6,18,0,24
1,Total population,1580000US3651000081000700,3651000081000700,"Census Tract 7, Queens County, New York city, New York",1391,215,80,0,0,17,27,10,0,10,8,8,135,0,0,16,14,39,15,22,0,29,1176,659,0,0,51,215,239,81,30,24,19,517,0,0,104,194,118,56,28,8,9
1,Total population,1580000US3651000081000800,3651000081000800,"Census Tract 8, Queens County, New York city, New York",387,69,26,0,0,8,9,9,0,0,0,0,43,0,8,10,4,0,8,0,6,7,318,88,0,0,9,59,7,13,0,0,0,230,0,0,49,12,30,8,18,56,57
1,Total population,1580000US3651000081001000,3651000081001000,"Census Tract 10, Queens County, New York city, New York",323,156,94,0,0,0,3,66,19,0,0,6,62,0,18,4,0,0,22,0,6,12,167,72,0,0,0,26,20,8,13,5,0,95,0,0,16,13,16,5,10,12,23
1,Total population,1580000US3651000081001200,3651000081001200,"Census Tract 12, Queens County, New York city, New York",457,136,64,0,0,10,5,0,24,6,19,0,72,0,0,5,11,23,6,0,6,21,321,140,0,0,11,44,47,30,8,0,0,181,0,0,16,23,25,0,31,33,53
1,Total population,1580000US3651000081001400,3651000081001400,"Census Tract 14, Queens County, New York city, New York",475,157,48,0,0,0,14,13,0,0,3,18,109,6,0,0,33,18,5,24,15,8,318,128,0,0,6,33,43,25,0,14,7,190,0,0,0,17,40,51,9,12,61
1,Total population,1580000US3651000081001600,3651000081001600,"Census Tract 16, Queens County, New York city, New York",292,64,33,0,0,10,4,14,5,0,0,0,31,0,0,4,6,9,0,7,5,0,228,110,0,0,6,42,26,12,7,0,17,118,0,0,0,22,48,0,0,28,20
